DATE,RNFI,Tech_Inv,Int_Rates,Real_Estate_MV,dummy_2008Q1,dummy_2008Q2,dummy_2008Q3,dummy_2008Q4,dummy_2020Q1,dummy_2020Q2
2007 Q2,6.837566631956404,-1.8170951380875988,-0.1901140684410607,-0.06412513795156505,0,0,0,0,0,0
2007 Q3,1.1976167746402977,-1.9318892778031338,-5.9047619047619015,-0.49840939002910867,0,0,0,0,0,0
2007 Q4,3.4478871456739224,0.9474709680756366,-14.17004048582996,-1.3377468384028646,0,0,0,0,0,0
2008 Q1,-4.794896353691714,-0.9300379189013719,-38.4433962264151,-3.3288802463028455,1,0,0,0,0,0
2008 Q2,3.8263359545056774,0.19999482771997368,-23.37164750957854,-2.0881504932725004,0,1,0,0,0,0
2008 Q3,-2.0251387193913284,-0.38886738073729,-9.499999999999996,-2.4816684542611323,0,0,1,0,0,0
2008 Q4,-3.9263295037308965,-1.6634566387120686,-91.16022099447514,-2.573484158970052,0,0,0,1,0,0
2009 Q1,-13.599210996733024,-1.5449203825851798,12.5,-2.835754714228156,0,0,0,0,0,0
2009 Q2,1.5253124821642539,-1.161483701760957,16.666666666666675,-3.3469153195808232,0,0,0,0,0,0
2009 Q3,0.6254128427473304,-1.754575977472106,-28.57142857142857,-1.6156432961724754,0,0,0,0,0,0
2009 Q4,2.2793932791418614,0.19016646455738417,-19.999999999999996,-1.5050358826172117,0,0,0,0,0,0
2010 Q1,-6.716054440347763,0.5914229912249436,33.33333333333335,-0.2404445163763369,0,0,0,0,0,0
2010 Q2,9.058215877678588,0.11576606140160095,12.5,0.2157602966394334,0,0,0,0,0,0
2010 Q3,2.451017677931455,1.8364578306671042,5.555555555555558,-0.6860062532092037,0,0,0,0,0,0
2010 Q4,4.696541574044555,0.3093484014019099,-5.263157894736848,-1.1730263335216873,0,0,0,0,0,0
2011 Q1,-6.840375253930442,1.828083498226274,-22.22222222222221,-1.3098078589340312,0,0,0,0,0,0
2011 Q2,7.434430725487773,4.0649481377740715,-35.71428571428572,-0.6750874520541572,0,0,0,0,0,0
2011 Q3,4.278224193118163,2.108689618047088,-11.111111111111105,-0.4832428727179372,0,0,0,0,0,0
2011 Q4,4.778757878665574,-1.5181719331773813,-12.49999999999999,-0.31748157149616985,0,0,0,0,0,0
2012 Q1,-3.289244061299035,-0.22751415690112076,85.7142857142857,-0.9288858259666521,0,0,0,0,0,0
2012 Q2,6.415892117246358,-0.28336449224940496,23.076923076923084,0.9486784190854136,0,0,0,0,0,0
2012 Q3,-1.1536280443734448,-0.45399897429860836,-12.49999999999999,1.410734121076196,0,0,0,0,0,0
2012 Q4,4.443573682404756,-0.605558980769072,14.28571428571428,1.0201885624527174,0,0,0,0,0,0
2013 Q1,-5.497614337669043,0.46224699624424215,-12.49999999999999,2.122737964139998,0,0,0,0,0,0
2013 Q2,5.607918670648049,-0.6893343483041492,-35.71428571428572,2.912104045343833,0,0,0,0,0,0
2013 Q3,1.23404829353837,-0.5655154792828965,-11.111111111111105,2.9943899732694845,0,0,0,0,0,0
2013 Q4,5.41294444562892,-2.439379534222408,12.5,1.502826769035237,0,0,0,0,0,0
2014 Q1,-5.745640500116311,-0.6953284812515892,-11.111111111111105,1.1686255767467513,0,0,0,0,0,0
2014 Q2,7.882506307972115,-0.3872302428587826,25,2.3343310671829043,0,0,0,0,0,0
2014 Q3,1.8848221345183713,0.6754058203829016,-10.000000000000009,1.9217139178002274,0,0,0,0,0,0
2014 Q4,4.753328647846633,-2.2973711585591694,33.33333333333333,1.38376910775313,0,0,0,0,0,0
2015 Q1,-7.728446716085724,0.8914714693037951,-8.333333333333325,1.821221187081301,0,0,0,0,0,0
2015 Q2,5.841422341315439,2.5756600128783003,18.181818181818187,2.095823897727289,0,0,0,0,0,0
2015 Q3,0.20101013956210778,0.36182604450025746,7.692307692307709,1.7952723521927672,0,0,0,0,0,0
2015 Q4,2.5017140462919585,-2.356855556810389,71.4285714285714,1.241955032514852,0,0,0,0,0,0
2016 Q1,-7.133069392166302,-1.476894606665602,50,0.9504080671800308,0,0,0,0,0,0
2016 Q2,6.109386410395756,0.5084072314833321,5.555555555555558,2.469631691273566,0,0,0,0,0,0
2016 Q3,1.0497702007306486,0.5309925337598109,5.263157894736836,2.2648267261753396,0,0,0,0,0,0
2016 Q4,3.4767207894188523,-2.1252636470882713,35.00000000000001,1.5487984627818863,0,0,0,0,0,0
2017 Q1,-6.4909499372619255,0.23649944299359849,46.296296296296305,1.3726588966136877,0,0,0,0,0,0
2017 Q2,6.816494447747767,0.7397083071429167,31.645569620253156,2.6016114071395924,0,0,0,0,0,0
2017 Q3,0.7135689429761616,0.37618121806757276,10.576923076923062,1.630701896263731,0,0,0,0,0,0
2017 Q4,5.270603349117908,-1.6405257610291768,13.043478260869579,1.5588734221914091,0,0,0,0,0,0
2018 Q1,-4.900718448503138,0.5834401905110642,16.15384615384614,2.225788502701098,0,0,0,0,0,0
2018 Q2,6.426361990936713,2.0770918892339063,20.529801324503303,1.3954190119492615,0,0,0,0,0,0
2018 Q3,0.4206128328975378,1.2926189584113956,7.14285714285714,1.229176343477123,0,0,0,0,0,0
2018 Q4,3.9661009849981665,0.045796013985399675,16.41025641025642,0.7852732763592885,0,0,0,0,0,0
2019 Q1,-6.7129343639713674,1.6901557232017916,6.167400881057272,2.0033628463370645,0,0,0,0,0,0
2019 Q2,6.9488270588370815,1.6404227875933763,-1.2448132780083054,1.655838060506798,0,0,0,0,0,0
2019 Q3,0.6304723831829229,1.0228763179859435,-14.28571428571428,0.8505642807909108,0,0,0,0,0,0
2019 Q4,2.309063841341641,-1.0260085149433107,-24.01960784313726,1.021826437148765,0,0,0,0,0,0
2020 Q1,-8.53713383240814,-0.39182950305796105,-58.06451612903225,2.1175786408605513,0,0,0,0,1,0
2020 Q2,-4.194641665106202,1.5307256836956329,-87.6923076923077,1.9747208060519217,0,0,0,0,0,1
2020 Q3,4.521826575037502,-0.500303214069131,12.5,2.4744729632664386,0,0,0,0,0,0
2020 Q4,5.671156028520663,-2.2762286894543515,0,3.0203081483338723,0,0,0,0,0,0
2021 Q1,-5.169977602887588,1.0472519381523604,-22.22222222222221,3.683992209210407,0,0,0,0,0,0
2021 Q2,6.516363201244446,3.341505649184784,14.28571428571428,6.128186585107009,0,0,0,0,0,0
2021 Q3,0.23162914729180084,2.9124361271484656,0,4.929090810030634,0,0,0,0,0,0
2021 Q4,3.5707471456838613,2.165835099908908,0,2.113239011015522,0,0,0,0,0,0
2022 Q1,-4.454286748574221,2.6035502958579926,150,8.314122990217632,0,0,0,0,0,0
2022 Q2,5.29524785448956,3.1972318339100303,505,4.935394498683188,0,0,0,0,0,0
2022 Q3,1.5813035093695138,2.1109024797329567,111.5702479338843,-2.5290140110404313,0,0,0,0,0,0
2022 Q4,2.8238203827870567,-0.4378251764070584,60.15624999999998,-2.009494053260208,0,0,0,0,0,0
2023 Q1,-4.970282755171096,0.6303090713202009,13.414634146341475,-0.22638814939992535,0,0,0,0,0,0
2023 Q2,5.5913337616397385,1.3976591576172037,9.247311827956972,4.780847408738542,0,0,0,0,0,0
2023 Q3,0.8646441543970873,-0.37207297802039907,4.921259842519676,0.8667419103682406,0,0,0,0,0,0
2023 Q4,3.1479085812850416,-1.1939265475623961,0,-1.1932039882901146,0,0,0,0,0,0
